Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
4354,Thursday,Th055,Multiple superficial targets of rTMS for Modulation on Deep Brain Region,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4475,Thursday,Th056,Mapping sensorimotor activation hotspots during cortical stimulation (MOSAICS) in perinatal stroke,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4534,Thursday,Th057,Mapping cortical language processing by task-locked short-train transcranial magnetic stimulation,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4694,Thursday,Th058,Effects of Low Field Magnetic Stimulation on Structural Brain Connectivity of Depressed Patients,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4834,Thursday,Th059,Transcranial Brain Stimulation Across Species: A Comparative Modeling Study,Brain Stimulation Methods,Non-invasive Magnetic/TMS
4909,Thursday,Th060,Hippocampal-network-targeted theta-burst TMS enhances hippocampal perfusion and connectivity,Brain Stimulation Methods,Non-invasive Magnetic/TMS
1080,Thursday,Th061,Comprehensive fMRI real-time processing improves online functional connectivity evaluation,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
1206,Thursday,Th062,A nonparametric approach to detect topological changes to community structure in brain networks,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
1979,Thursday,Th063,Functional connectivity evoked by saltatory pneumotactile stimuli on the glabrous hand,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2484,Thursday,Th064,Altered Impulsivity by Transcranial Static Magnetic Stimulation of Orbitofrontal Cortex,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2530,Thursday,Th065,Augmented reality neuronavigation for transcranial magnetic stimulation,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2675,Thursday,Th066,A pilot study assessing theta BCI training as intervention method to improve cognitive control,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2912,Thursday,Th067,Stimulation frequency affects brain response to respiratory-gated auricular vagal nerve stimulation,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2986,Thursday,Th068,A wearable device for generating periodic somatosensory stimulation,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
3983,Thursday,Th069,Respiratory-gated Auricular Vagal Nerve Stimulation modulates the Locus Coeruleus in aged adults,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
4014,Thursday,Th070,The effect of feedback latency on the effectiveness of training in neurofeedback paradigm,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
4599,Thursday,Th071,Causal modulation of cardiovagal tone through autonomic brainstem nuclei â€“ a 7T HRV/fMRI study,Brain Stimulation Methods,Non-Invasive Stimulation Methods Other
2502,Thursday,Th072,Modeling Transcranial Nonlinear Wave Propagation on Head Models for Low-Intensity Focused Ultrasound,Brain Stimulation Methods,Sonic/Ultrasound
2946,Thursday,Th073,Recovering consciousness: thalamic sonication in acute and chronic disorders of consciousness,Brain Stimulation Methods,Sonic/Ultrasound
4942,Thursday,Th074,A Multimodal Cortical Response to the Selective Modulation of Thalamus using Focused Ultrasound,Brain Stimulation Methods,Sonic/Ultrasound
1255,Thursday,Th075,Glucose Metabolism-based Extrastriate Body Area and tDCS-induced Augmentation of Its Function,Brain Stimulation Methods,TDCS   
1907,Thursday,Th076,Concurrent mapping of electric currents and neurophysiological changes during tDCS,Brain Stimulation Methods,TDCS   
1958,Thursday,Th077,Gender Difference in the Effect of tDCS on Reading,Brain Stimulation Methods,TDCS   
2004,Thursday,Th078,The impact of chronotypes and time of the day on tDCS-induced motor cortex plasticity,Brain Stimulation Methods,TDCS   
2005,Thursday,Th079,"Differential role of prefrontal, temporal and parietal cortices in executive functioning and fluency",Brain Stimulation Methods,TDCS   
2112,Thursday,Th080,Towards precision brain stimulation: Is electric field simulation related to neuromodulation?,Brain Stimulation Methods,TDCS   
2261,Thursday,Th081,Prolongation of LTP-like plasticity in the primary motor cortex with repeated anodal tDCS,Brain Stimulation Methods,TDCS   
2364,Thursday,Th082,Transcranial direct current stimulation reverses stroke induced hyperconnectivity in mice,Brain Stimulation Methods,TDCS   
2746,Thursday,Th083,The effect of multiple frontal TDCS sessions on mood in healthy older adults,Brain Stimulation Methods,TDCS   
3064,Thursday,Th084,Functional Connectivity changes due to primary motor cortex Transcranial Direct Current Stimulation,Brain Stimulation Methods,TDCS   
3148,Thursday,Th085,Cerebellar tDCS improves procedural learning in non-clinical psychosis,Brain Stimulation Methods,TDCS   
3171,Thursday,Th086,"TDCS modulates effective connectivity between thalamus, M1 and cerebellum during command following",Brain Stimulation Methods,TDCS   
3485,Thursday,Th087,Effect of tDCS over the parietal cortex on resting state fMRI connectivity - preliminary results,Brain Stimulation Methods,TDCS   
3965,Thursday,Th088,Modulating internal and external networks via tDCS of the right inferior parietal lobule,Brain Stimulation Methods,TDCS   
4007,Thursday,Th089,MR Imaging of Current Vector Fields: Application to Transcranial Direct Current Stimulation,Brain Stimulation Methods,TDCS   
4082,Thursday,Th090,Effects of bifrontal tDCS on brain metabolites in patients with major depression,Brain Stimulation Methods,TDCS   
4132,Thursday,Th091,Asymmetric neurophysiological responses of auditory cortices to tDCS during resting state,Brain Stimulation Methods,TDCS   
4348,Thursday,Th092,Factors Associated with Antidepressant Effects of TDCS: Multimodal Baseline Imaging in ELECT-TDCS,Brain Stimulation Methods,TDCS   
4835,Thursday,Th093,Multifocal stimulation of the cerebello-cortical loop during motor skill acquisition,Brain Stimulation Methods,TDCS   
5104,Thursday,Th094,Testing Interhemispheric Inhibition in Language with Transcranial Direct Current Stimulation,Brain Stimulation Methods,TDCS   
1465,Thursday,Th095,Influence of psychological factors on pain-induced corticomotor excitability variation,Brain Stimulation Methods,TMS
1850,Thursday,Th096,Mapping the functional connectivity of the motor cortical representation for trunk and hand muscles,Brain Stimulation Methods,TMS
2158,Thursday,Th097,A novel setup for high-precision neuronavigated TMS pulses,Brain Stimulation Methods,TMS
2186,Thursday,Th098,Semantic and phonological contributions of the left inferior frontal gyrus to language production,Brain Stimulation Methods,TMS
2579,Thursday,Th099,Dissociating the role of dorsal and ventral streams in object lifting and weight perception,Brain Stimulation Methods,TMS
2729,Thursday,Th100,The Effect of Lateral Parietal Cortex TMS Stimulation on Memory function in Alzheimer Patients,Brain Stimulation Methods,TMS
2803,Thursday,Th101,Determining the stimulation site in TMS: Sensitivities with respect to uncertain model parameters,Brain Stimulation Methods,TMS
2819,Thursday,Th102,Reproducibility of Individualized TMS Targets for Treatment of Depression Based on functional MRI,Brain Stimulation Methods,TMS
2822,Thursday,Th103,How to compute TMS-induced electric field in realistic head model in real time?,Brain Stimulation Methods,TMS
3435,Thursday,Th104,Studying stimulation-site-based changes in brain activity using TMS/fMRI & topological data analysis,Brain Stimulation Methods,TMS
3603,Thursday,Th105,Test-retest reliability of three different rTMS protocols for language mapping,Brain Stimulation Methods,TMS
3642,Thursday,Th106,Motion reduction in concurrent TMS-fMRI using real-time feedback,Brain Stimulation Methods,TMS
3660,Thursday,Th107,A New Protocol for Eight Muscles Mapping using TMS,Brain Stimulation Methods,TMS
3877,Thursday,Th108,The Difference of fMRI ALFF and MEP between Eyes-Open and Eyes-Closed,Brain Stimulation Methods,TMS
3898,Thursday,Th109,Emotion Processing Task as Functional Localiser for TMS Treatment: A 7 Tesla fMRI Study,Brain Stimulation Methods,TMS
3911,Thursday,Th110,Lasting improvement of associative memory and altered brain activity in older adults,Brain Stimulation Methods,TMS
4169,Thursday,Th111,Hemodynamic correlates of changes in neuronal excitability: a simultaneous TMS and fNIRS study,Brain Stimulation Methods,TMS
4202,Thursday,Th112,Brain-state dependent TMS triggered by online beamforming-reconstructed source activity,Brain Stimulation Methods,TMS
4216,Thursday,Th113,Effects of acute medial prefrontal rTMS on ASL using the H-coil,Brain Stimulation Methods,TMS
4497,Thursday,Th114,FMRI-navigated repetitive transcranial magnetic stimulation in borderline personality disorder,Brain Stimulation Methods,TMS
4504,Thursday,Th115,Virtual lesion in non-motor areas: skull-cortex distance and field modeling on a pain memory study,Brain Stimulation Methods,TMS
4553,Thursday,Th116,PCIe: a novel data robust index to assess neural signal complexity in TMS/EEG recordings,Brain Stimulation Methods,TMS
4556,Thursday,Th117,1000 iTBS sessions in a patient with bipolar disorder: GM volumes changes compared to the HCP S1200,Brain Stimulation Methods,TMS
4693,Thursday,Th118,Motor output trial-to-trial variability: corticospinal excitability and interhemispheric inhibition,Brain Stimulation Methods,TMS
4904,Thursday,Th119,A novel three-axis TMS coil design for multichannel stimulation systems,Brain Stimulation Methods,TMS
4935,Thursday,Th120,Features of human motor cortical inhibition as measured by concurrent TMS-EEG,Brain Stimulation Methods,TMS
2020,Thursday,Th121,Altered ALFF values and Functional Connectivity of the left Caudate in Bipolar II Disorder,Disorders of the Nervous System,Bipolar Disorder
2644,Thursday,Th122,Altered anatomical network correlates of cognitive function in bipolar disorder,Disorders of the Nervous System,Bipolar Disorder
2687,Thursday,Th123,Bipolar Disorder and Gender are Associated with Fronto-Limbic and Basal Ganglia Dysconnectivity,Disorders of the Nervous System,Bipolar Disorder
2842,Thursday,Th124,Subgrouping of Patients with Bipolar Disorder Based on DTI Data,Disorders of the Nervous System,Bipolar Disorder
2876,Thursday,Th125,Cholinergic-Mediated Cingulate Activation during Emotion-Inhibition in Bipolar Disorder,Disorders of the Nervous System,Bipolar Disorder
2936,Thursday,Th126,Alteration in the functional architecture of large-scale networks in mania and depression,Disorders of the Nervous System,Bipolar Disorder
3066,Thursday,Th127,Ventral striatal activity during reward anticipation in mood disorders: an fMRI Study.,Disorders of the Nervous System,Bipolar Disorder
3128,Thursday,Th128,Exploring dynamic functional brain activity in mood instability,Disorders of the Nervous System,Bipolar Disorder
3992,Thursday,Th129,Activation and de-activation patterns in bipolar disorder: a fMRI study on the Stroop Task.,Disorders of the Nervous System,Bipolar Disorder
4558,Thursday,Th130,"A fMRI meta-analysis of bipolar disorder patients on domains of emotions, working memory and reward.",Disorders of the Nervous System,Bipolar Disorder
4726,Thursday,Th131,Intrinsic Brain Functional Connectomes in Bipolar Disorder.,Disorders of the Nervous System,Bipolar Disorder
1072,Thursday,Th132,Augmenting CBT with Real-time fMRI amygdala neurofeedback training increases early therapy response,Disorders of the Nervous System,Depressive Disorders
1124,Thursday,Th133,Neural Substrates for Anticipation and Consumption of Social and Monetary Incentives in Depression,Disorders of the Nervous System,Depressive Disorders
1143,Thursday,Th134,Transdiagnostic alterations in reward prediction error encoding,Disorders of the Nervous System,Depressive Disorders
